0.904889702796936	"rs2867461"	"ANXA3"	"rheumatoid arthritis"
0.904532492160797	"rs9787643"	"CREM"	"Crohn's disease"
0.903563439846039	"rs78534766"	"ADCY7"	"inflammatory bowel disease"
0.902274966239929	"rs3775291"	"TLR3"	"Hashimoto's thyroiditis"
0.900398552417755	"rs3775291"	"TLR3"	"autoimmune thyroid disease"
0.899733245372772	"rs7020673"	"GLIS3"	"type 1 diabetes mellitus"
0.899714410305023	"rs13204048"	"SLC22A23"	"Crohn's disease"
0.899558424949646	"rs3775291"	"TLR3"	"Hashimoto's thyroiditis"
0.899007439613342	"rs1044873"	"IRF8"	"chronic lymphocytic leukemia"
0.898875892162323	"rs2855772"	"KIT"	"systemic lupus erythematosus"
0.898400127887726	"rs1438119"	"CPE"	"atopic eczema"
0.89825564622879	"rs13107325"	"SLC39A8"	"Crohn's disease"
0.898248612880707	"rs11548656"	"PLCG2"	"inflammatory bowel disease"
0.897193849086761	"rs7236492"	"NFATC1"	"inflammatory bowel disease"
0.897193849086761	"rs7236492"	"NFATC1"	"Crohn's disease"
0.896953403949738	"rs61749177"	"IPMK"	"psoriasis"
0.896787822246552	"rs1126809"	"TYR"	"Vitiligo"
0.896049439907074	"rs7754251"	"BACH2"	"Graves disease"
0.895840466022491	"rs4940730"	"ALPK2"	"multiple sclerosis"
0.895815968513489	"rs3018275"	"CD226"	"type 1 diabetes mellitus"
0.895365536212921	"rs7754251"	"BACH2"	"Hashimoto's thyroiditis"
0.895139455795288	"rs2816958"	"NR5A2"	"inflammatory bowel disease"
0.894607067108154	"rs2816958"	"NR5A2"	"ulcerative colitis"
0.894012033939362	"rs6021270"	"NFATC2"	"allergic disease"
0.893376231193542	"rs4986790"	"TLR4"	"ulcerative colitis"
0.893376231193542	"rs4986790"	"TLR4"	"psoriasis"
0.893376231193542	"rs4986790"	"TLR4"	"ankylosing spondylitis"
0.893376231193542	"rs4986790"	"TLR4"	"Crohn's disease"
0.892805159091949	"rs181219118"	"ZDHHC14"	"calcific tendinitis"
0.892631947994232	"rs77464075"	"BACH2"	"psoriasis"
0.892558753490448	"rs6021268"	"NFATC2"	"allergic rhinitis"
0.892413675785065	"rs2236256"	"OPRM1"	"chronic lymphocytic leukemia"
0.892029762268066	"rs10758593"	"GLIS3"	"type 1 diabetes mellitus"
0.891968429088593	"rs10995085"	"RTKN2"	"Thyrotoxicosis"
0.891938805580139	"rs71624119"	"ANKRD55"	"Crohn's disease"
0.891493201255798	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.891493201255798	"rs6859219"	"ANKRD55"	"multiple sclerosis"
0.891266584396362	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.891057729721069	"rs71624119"	"ANKRD55"	"multiple sclerosis"
0.891036868095398	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.891036868095398	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.891036868095398	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.891036868095398	"rs71624119"	"ANKRD55"	"rheumatoid arthritis"
0.890860140323639	"rs502919"	"PRKCQ"	"rheumatoid arthritis"
0.890720129013062	"rs974801"	"TET2"	"Crohn's disease"
0.890608906745911	"rs10213692"	"ANKRD55"	"type 1 diabetes mellitus"
0.890291213989258	"rs10448585"	"WNT7B"	"ulcerative colitis"
0.89000391960144	"rs71624119"	"ANKRD55"	"ulcerative colitis"
0.89000391960144	"rs71624119"	"ANKRD55"	"psoriasis"
0.89000391960144	"rs71624119"	"ANKRD55"	"ankylosing spondylitis"
0.89000391960144	"rs71624119"	"ANKRD55"	"Crohn's disease"
0.889937996864319	"rs67643815"	"CD226"	"inflammatory bowel disease"
0.889881730079651	"rs10065637"	"ANKRD55"	"rheumatoid arthritis"
0.889143764972687	"rs35320232"	"PTPRC"	"inflammatory bowel disease"
0.888909697532654	"rs395157"	"OSMR"	"inflammatory bowel disease"
0.888900220394135	"rs10065637"	"ANKRD55"	"rheumatoid arthritis"
0.887907862663269	"rs8083511"	"TNFRSF11A"	"Vitiligo"
0.887279272079468	"rs2664035"	"TEC"	"rheumatoid arthritis"
0.886970162391663	"rs395157"	"OSMR"	"ulcerative colitis"
0.886751234531403	"rs10501149"	"PRR5L"	"allergic rhinitis"
0.886632561683655	"rs4869818"	"OPRM1"	"chronic lymphocytic leukemia"
0.886553287506104	"rs2816980"	"NR5A2"	"ulcerative colitis"
0.885192692279816	"rs17505102"	"TP63"	"acute lymphoblastic leukemia"
0.885192692279816	"rs17505102"	"TP63"	"acute lymphoblastic leukemia"
0.885160088539124	"rs974801"	"TET2"	"inflammatory bowel disease"
0.884824633598328	"rs8083786"	"PTPN2"	"rheumatoid arthritis"
0.884550511837006	"rs8083786"	"PTPN2"	"rheumatoid arthritis"
0.884416401386261	"rs1555926"	"ZNF217"	"allergic rhinitis"
0.884396314620972	"rs7731626"	"ANKRD55"	"type 1 diabetes mellitus"
0.884396314620972	"rs7731626"	"ANKRD55"	"rheumatoid arthritis"
0.884396314620972	"rs7731626"	"ANKRD55"	"rheumatoid arthritis"
0.884396314620972	"rs7731626"	"ANKRD55"	"rheumatoid arthritis"
0.884396314620972	"rs7731626"	"ANKRD55"	"rheumatoid arthritis"
0.884396314620972	"rs7731626"	"ANKRD55"	"celiac disease"
0.884396314620972	"rs7731626"	"ANKRD55"	"autoimmune disease"
0.884396314620972	"rs7731626"	"ANKRD55"	"ankylosing spondylitis"
0.884396314620972	"rs7731626"	"ANKRD55"	"Common variable immunodeficiency"
